Start (s),End (s),Scientific name,Common name,Confidence,origial
27.0,30.0,Regulus regulus,Goldcrest,0.9714939,datasets\Goldcrest\319224.mp3
30.0,33.0,Regulus regulus,Goldcrest,0.99986815,datasets\Goldcrest\319224.mp3
33.0,36.0,Regulus regulus,Goldcrest,0.93548626,datasets\Goldcrest\319224.mp3
36.0,39.0,Regulus regulus,Goldcrest,0.999808,datasets\Goldcrest\319224.mp3
39.0,42.0,Regulus regulus,Goldcrest,0.999931,datasets\Goldcrest\319224.mp3
42.0,45.0,Regulus regulus,Goldcrest,0.9706032,datasets\Goldcrest\319224.mp3
42.0,45.0,Cyanistes caeruleus,Eurasian Blue Tit,0.36421865,datasets\Goldcrest\319224.mp3
45.0,48.0,Regulus regulus,Goldcrest,0.9999783,datasets\Goldcrest\319224.mp3
48.0,51.0,Regulus regulus,Goldcrest,0.9989434,datasets\Goldcrest\319224.mp3
51.0,54.0,Regulus regulus,Goldcrest,0.9992448,datasets\Goldcrest\319224.mp3
54.0,57.0,Regulus regulus,Goldcrest,0.99316746,datasets\Goldcrest\319224.mp3
57.0,60.0,Regulus regulus,Goldcrest,0.999879,datasets\Goldcrest\319224.mp3
60.0,63.0,Regulus regulus,Goldcrest,0.9418877,datasets\Goldcrest\319224.mp3
63.0,66.0,Regulus regulus,Goldcrest,0.999851,datasets\Goldcrest\319224.mp3
0.0,3.0,Regulus regulus,Goldcrest,0.6216719,datasets\Goldcrest\350883.mp3
0.0,3.0,Certhia familiaris,Eurasian Treecreeper,0.59746224,datasets\Goldcrest\350883.mp3
0.0,3.0,Regulus ignicapilla,Common Firecrest,0.20264027,datasets\Goldcrest\350883.mp3
3.0,6.0,Certhia brachydactyla,Short-toed Treecreeper,0.50456893,datasets\Goldcrest\350883.mp3
3.0,6.0,Periparus ater,Coal Tit,0.19180758,datasets\Goldcrest\350883.mp3
6.0,9.0,Regulus regulus,Goldcrest,0.28295106,datasets\Goldcrest\350883.mp3
6.0,9.0,Regulus ignicapilla,Common Firecrest,0.11958783,datasets\Goldcrest\350883.mp3
6.0,9.0,Periparus ater,Coal Tit,0.10859545,datasets\Goldcrest\350883.mp3
12.0,15.0,Regulus regulus,Goldcrest,0.40483946,datasets\Goldcrest\350883.mp3
15.0,18.0,Cyanistes caeruleus,Eurasian Blue Tit,0.10833405,datasets\Goldcrest\350883.mp3
18.0,21.0,Certhia brachydactyla,Short-toed Treecreeper,0.88692504,datasets\Goldcrest\350883.mp3
18.0,21.0,Regulus regulus,Goldcrest,0.24645777,datasets\Goldcrest\350883.mp3
21.0,24.0,Regulus regulus,Goldcrest,0.72454476,datasets\Goldcrest\350883.mp3
21.0,24.0,Regulus ignicapilla,Common Firecrest,0.10649778,datasets\Goldcrest\350883.mp3
30.0,33.0,Poecile palustris,Marsh Tit,0.27566794,datasets\Goldcrest\350883.mp3
33.0,36.0,Regulus regulus,Goldcrest,0.64045435,datasets\Goldcrest\350883.mp3
33.0,36.0,Lophophanes cristatus,Crested Tit,0.10517182,datasets\Goldcrest\350883.mp3
36.0,39.0,Regulus regulus,Goldcrest,0.22779492,datasets\Goldcrest\350883.mp3
39.0,42.0,Regulus regulus,Goldcrest,0.36737543,datasets\Goldcrest\350883.mp3
39.0,42.0,Poecile montanus,Willow Tit,0.15814598,datasets\Goldcrest\350883.mp3
42.0,45.0,Regulus regulus,Goldcrest,0.8625043,datasets\Goldcrest\350883.mp3
45.0,48.0,Regulus regulus,Goldcrest,0.85248435,datasets\Goldcrest\350883.mp3
45.0,48.0,Certhia brachydactyla,Short-toed Treecreeper,0.48073122,datasets\Goldcrest\350883.mp3
48.0,51.0,Regulus regulus,Goldcrest,0.6478237,datasets\Goldcrest\350883.mp3
48.0,51.0,Poecile palustris,Marsh Tit,0.16473827,datasets\Goldcrest\350883.mp3
51.0,54.0,Regulus regulus,Goldcrest,0.45624062,datasets\Goldcrest\350883.mp3
54.0,57.0,Regulus regulus,Goldcrest,0.19656603,datasets\Goldcrest\350883.mp3
0.0,3.0,Troglodytes troglodytes,Eurasian Wren,0.9826099,datasets\EurasianWren\741365.mp3
3.0,6.0,Troglodytes troglodytes,Eurasian Wren,0.99293536,datasets\EurasianWren\741365.mp3
6.0,9.0,Dendrocoptes medius,Middle Spotted Woodpecker,0.12216809,datasets\EurasianWren\741365.mp3
9.0,12.0,Troglodytes troglodytes,Eurasian Wren,0.99324256,datasets\EurasianWren\741365.mp3
12.0,15.0,Troglodytes troglodytes,Eurasian Wren,0.9971413,datasets\EurasianWren\741365.mp3
15.0,18.0,Lophophanes cristatus,Crested Tit,0.116573185,datasets\EurasianWren\741365.mp3
18.0,21.0,Troglodytes troglodytes,Eurasian Wren,0.8073245,datasets\EurasianWren\741365.mp3
21.0,24.0,Troglodytes troglodytes,Eurasian Wren,0.955162,datasets\EurasianWren\741365.mp3
24.0,27.0,Troglodytes troglodytes,Eurasian Wren,0.46686333,datasets\EurasianWren\741365.mp3
0.0,3.0,Troglodytes troglodytes,Eurasian Wren,0.8690943,datasets\EurasianWren\678062.mp3
3.0,6.0,Troglodytes troglodytes,Eurasian Wren,0.9877599,datasets\EurasianWren\678062.mp3
0.0,3.0,Troglodytes troglodytes,Eurasian Wren,0.8922152,datasets\EurasianWren\480681.mp3
3.0,6.0,Troglodytes troglodytes,Eurasian Wren,0.9981072,datasets\EurasianWren\480681.mp3
6.0,9.0,Troglodytes troglodytes,Eurasian Wren,0.7401817,datasets\EurasianWren\480681.mp3
12.0,15.0,Troglodytes troglodytes,Eurasian Wren,0.9631288,datasets\EurasianWren\480681.mp3
15.0,18.0,Troglodytes troglodytes,Eurasian Wren,0.9809497,datasets\EurasianWren\480681.mp3
18.0,21.0,Certhia familiaris,Eurasian Treecreeper,0.21091032,datasets\EurasianWren\480681.mp3
21.0,24.0,Certhia familiaris,Eurasian Treecreeper,0.5288414,datasets\EurasianWren\480681.mp3
24.0,27.0,Certhia familiaris,Eurasian Treecreeper,0.14727461,datasets\EurasianWren\480681.mp3
27.0,30.0,Troglodytes troglodytes,Eurasian Wren,0.905088,datasets\EurasianWren\480681.mp3
30.0,33.0,Troglodytes troglodytes,Eurasian Wren,0.9984345,datasets\EurasianWren\480681.mp3
33.0,36.0,Troglodytes troglodytes,Eurasian Wren,0.46170515,datasets\EurasianWren\480681.mp3
42.0,45.0,Troglodytes troglodytes,Eurasian Wren,0.91469985,datasets\EurasianWren\480681.mp3
45.0,48.0,Troglodytes troglodytes,Eurasian Wren,0.99706477,datasets\EurasianWren\480681.mp3
48.0,51.0,Troglodytes troglodytes,Eurasian Wren,0.98250145,datasets\EurasianWren\480681.mp3
60.0,63.0,Troglodytes troglodytes,Eurasian Wren,0.9920272,datasets\EurasianWren\480681.mp3
63.0,66.0,Troglodytes troglodytes,Eurasian Wren,0.98542005,datasets\EurasianWren\480681.mp3
69.0,72.0,Fringilla coelebs,Common Chaffinch,0.26275486,datasets\EurasianWren\480681.mp3
72.0,75.0,Troglodytes troglodytes,Eurasian Wren,0.76336783,datasets\EurasianWren\480681.mp3
75.0,78.0,Troglodytes troglodytes,Eurasian Wren,0.9946713,datasets\EurasianWren\480681.mp3
0.0,3.0,Troglodytes troglodytes,Eurasian Wren,0.9335683,datasets\EurasianWren\399658.mp3
0.0,3.0,Phylloscopus trochilus,Willow Warbler,0.17209026,datasets\EurasianWren\399658.mp3
3.0,6.0,Troglodytes troglodytes,Eurasian Wren,0.9974255,datasets\EurasianWren\399658.mp3
6.0,9.0,Regulus ignicapilla,Common Firecrest,0.3223848,datasets\EurasianWren\399658.mp3
9.0,12.0,Troglodytes troglodytes,Eurasian Wren,0.81561416,datasets\EurasianWren\399658.mp3
9.0,12.0,Phylloscopus trochilus,Willow Warbler,0.32999036,datasets\EurasianWren\399658.mp3
12.0,15.0,Troglodytes troglodytes,Eurasian Wren,0.96274376,datasets\EurasianWren\399658.mp3
15.0,18.0,Troglodytes troglodytes,Eurasian Wren,0.99643326,datasets\EurasianWren\399658.mp3
18.0,21.0,Troglodytes troglodytes,Eurasian Wren,0.99844116,datasets\EurasianWren\399658.mp3
21.0,24.0,Regulus ignicapilla,Common Firecrest,0.11472358,datasets\EurasianWren\399658.mp3
24.0,27.0,Troglodytes troglodytes,Eurasian Wren,0.99856144,datasets\EurasianWren\399658.mp3
27.0,30.0,Troglodytes troglodytes,Eurasian Wren,0.99126446,datasets\EurasianWren\399658.mp3
30.0,33.0,Troglodytes troglodytes,Eurasian Wren,0.6568092,datasets\EurasianWren\399658.mp3
33.0,36.0,Certhia familiaris,Eurasian Treecreeper,0.115946904,datasets\EurasianWren\399658.mp3
33.0,36.0,Cyanistes caeruleus,Eurasian Blue Tit,0.11141552,datasets\EurasianWren\399658.mp3
36.0,39.0,Turdus merula,Eurasian Blackbird,0.15884797,datasets\EurasianWren\399658.mp3
36.0,39.0,Turdus viscivorus,Mistle Thrush,0.13825135,datasets\EurasianWren\399658.mp3
39.0,42.0,Troglodytes troglodytes,Eurasian Wren,0.72954327,datasets\EurasianWren\399658.mp3
42.0,45.0,Troglodytes troglodytes,Eurasian Wren,0.94007343,datasets\EurasianWren\399658.mp3
45.0,48.0,Troglodytes troglodytes,Eurasian Wren,0.9997389,datasets\EurasianWren\399658.mp3
48.0,51.0,Troglodytes troglodytes,Eurasian Wren,0.9469152,datasets\EurasianWren\399658.mp3
0.0,3.0,Troglodytes troglodytes,Eurasian Wren,0.9285513,datasets\EurasianWren\363316.mp3
3.0,6.0,Troglodytes troglodytes,Eurasian Wren,0.91887313,datasets\EurasianWren\363316.mp3
6.0,9.0,Turdus merula,Eurasian Blackbird,0.39105687,datasets\EurasianWren\363316.mp3
9.0,12.0,Turdus merula,Eurasian Blackbird,0.6692217,datasets\EurasianWren\363316.mp3
12.0,15.0,Turdus merula,Eurasian Blackbird,0.54810816,datasets\EurasianWren\363316.mp3
15.0,18.0,Turdus merula,Eurasian Blackbird,0.6323277,datasets\EurasianWren\363316.mp3
18.0,21.0,Troglodytes troglodytes,Eurasian Wren,0.9869964,datasets\EurasianWren\363316.mp3
21.0,24.0,Troglodytes troglodytes,Eurasian Wren,0.72711337,datasets\EurasianWren\363316.mp3
24.0,27.0,Turdus merula,Eurasian Blackbird,0.51197416,datasets\EurasianWren\363316.mp3
27.0,30.0,Turdus merula,Eurasian Blackbird,0.22841014,datasets\EurasianWren\363316.mp3
30.0,33.0,Turdus merula,Eurasian Blackbird,0.355111,datasets\EurasianWren\363316.mp3
33.0,36.0,Troglodytes troglodytes,Eurasian Wren,0.9936068,datasets\EurasianWren\363316.mp3
36.0,39.0,Troglodytes troglodytes,Eurasian Wren,0.9948953,datasets\EurasianWren\363316.mp3
39.0,42.0,Turdus merula,Eurasian Blackbird,0.46999142,datasets\EurasianWren\363316.mp3
42.0,45.0,Turdus merula,Eurasian Blackbird,0.6544506,datasets\EurasianWren\363316.mp3
45.0,48.0,Turdus merula,Eurasian Blackbird,0.36163986,datasets\EurasianWren\363316.mp3
51.0,54.0,Troglodytes troglodytes,Eurasian Wren,0.98909354,datasets\EurasianWren\363316.mp3
54.0,57.0,Troglodytes troglodytes,Eurasian Wren,0.99530077,datasets\EurasianWren\363316.mp3
57.0,60.0,Turdus merula,Eurasian Blackbird,0.6170212,datasets\EurasianWren\363316.mp3
0.0,3.0,Troglodytes troglodytes,Eurasian Wren,0.84229314,datasets\EurasianWren\336795.mp3
0.0,3.0,Prunella modularis,Dunnock,0.107555896,datasets\EurasianWren\336795.mp3
3.0,6.0,Troglodytes troglodytes,Eurasian Wren,0.99872524,datasets\EurasianWren\336795.mp3
6.0,9.0,Turdus merula,Eurasian Blackbird,0.39894804,datasets\EurasianWren\336795.mp3
9.0,12.0,Troglodytes troglodytes,Eurasian Wren,0.9205166,datasets\EurasianWren\336795.mp3
9.0,12.0,Prunella modularis,Dunnock,0.32462415,datasets\EurasianWren\336795.mp3
12.0,15.0,Troglodytes troglodytes,Eurasian Wren,0.9997825,datasets\EurasianWren\336795.mp3
15.0,18.0,Troglodytes troglodytes,Eurasian Wren,0.5912179,datasets\EurasianWren\336795.mp3
18.0,21.0,Turdus merula,Eurasian Blackbird,0.38282436,datasets\EurasianWren\336795.mp3
21.0,24.0,Troglodytes troglodytes,Eurasian Wren,0.99324656,datasets\EurasianWren\336795.mp3
24.0,27.0,Troglodytes troglodytes,Eurasian Wren,0.9992637,datasets\EurasianWren\336795.mp3
30.0,33.0,Troglodytes troglodytes,Eurasian Wren,0.347136,datasets\EurasianWren\336795.mp3
30.0,33.0,Carduelis carduelis,European Goldfinch,0.2638872,datasets\EurasianWren\336795.mp3
30.0,33.0,Phylloscopus trochilus,Willow Warbler,0.22874463,datasets\EurasianWren\336795.mp3
30.0,33.0,Prunella modularis,Dunnock,0.2011877,datasets\EurasianWren\336795.mp3
33.0,36.0,Troglodytes troglodytes,Eurasian Wren,0.99759126,datasets\EurasianWren\336795.mp3
36.0,39.0,Troglodytes troglodytes,Eurasian Wren,0.9939594,datasets\EurasianWren\336795.mp3
36.0,39.0,Cyanistes caeruleus,Eurasian Blue Tit,0.2354458,datasets\EurasianWren\336795.mp3
42.0,45.0,Troglodytes troglodytes,Eurasian Wren,0.9997861,datasets\EurasianWren\336795.mp3
45.0,48.0,Troglodytes troglodytes,Eurasian Wren,0.8106749,datasets\EurasianWren\336795.mp3
48.0,51.0,Turdus merula,Eurasian Blackbird,0.19567494,datasets\EurasianWren\336795.mp3
51.0,54.0,Phylloscopus trochilus,Willow Warbler,0.79428685,datasets\EurasianWren\336795.mp3
51.0,54.0,Troglodytes troglodytes,Eurasian Wren,0.7603859,datasets\EurasianWren\336795.mp3
54.0,57.0,Troglodytes troglodytes,Eurasian Wren,0.9991966,datasets\EurasianWren\336795.mp3
57.0,60.0,Turdus merula,Eurasian Blackbird,0.30423754,datasets\EurasianWren\336795.mp3
60.0,63.0,Turdus merula,Eurasian Blackbird,0.31364083,datasets\EurasianWren\336795.mp3
63.0,66.0,Troglodytes troglodytes,Eurasian Wren,0.9942515,datasets\EurasianWren\336795.mp3
66.0,69.0,Troglodytes troglodytes,Eurasian Wren,0.99940145,datasets\EurasianWren\336795.mp3
69.0,72.0,Turdus merula,Eurasian Blackbird,0.5199907,datasets\EurasianWren\336795.mp3
72.0,75.0,Phylloscopus trochilus,Willow Warbler,0.7930567,datasets\EurasianWren\336795.mp3
72.0,75.0,Troglodytes troglodytes,Eurasian Wren,0.5736715,datasets\EurasianWren\336795.mp3
72.0,75.0,Prunella modularis,Dunnock,0.13046244,datasets\EurasianWren\336795.mp3
75.0,78.0,Troglodytes troglodytes,Eurasian Wren,0.99957174,datasets\EurasianWren\336795.mp3
78.0,81.0,Troglodytes troglodytes,Eurasian Wren,0.97466916,datasets\EurasianWren\336795.mp3
81.0,84.0,Poecile palustris,Marsh Tit,0.12243043,datasets\EurasianWren\336795.mp3
81.0,84.0,Phylloscopus trochilus,Willow Warbler,0.11812493,datasets\EurasianWren\336795.mp3
84.0,87.0,Prunella modularis,Dunnock,0.28205365,datasets\EurasianWren\336795.mp3
87.0,90.0,Troglodytes troglodytes,Eurasian Wren,0.98962003,datasets\EurasianWren\336795.mp3
90.0,93.0,Turdus merula,Eurasian Blackbird,0.20326972,datasets\EurasianWren\336795.mp3
93.0,96.0,Turdus merula,Eurasian Blackbird,0.37525722,datasets\EurasianWren\336795.mp3
96.0,99.0,Troglodytes troglodytes,Eurasian Wren,0.9927249,datasets\EurasianWren\336795.mp3
99.0,102.0,Troglodytes troglodytes,Eurasian Wren,0.97501945,datasets\EurasianWren\336795.mp3
99.0,102.0,Cyanistes caeruleus,Eurasian Blue Tit,0.24194045,datasets\EurasianWren\336795.mp3
102.0,105.0,Turdus merula,Eurasian Blackbird,0.27261335,datasets\EurasianWren\336795.mp3
105.0,108.0,Turdus merula,Eurasian Blackbird,0.26483282,datasets\EurasianWren\336795.mp3
108.0,111.0,Turdus merula,Eurasian Blackbird,0.47738466,datasets\EurasianWren\336795.mp3
111.0,114.0,Phylloscopus trochilus,Willow Warbler,0.9134734,datasets\EurasianWren\336795.mp3
114.0,117.0,Troglodytes troglodytes,Eurasian Wren,0.9861834,datasets\EurasianWren\336795.mp3
117.0,120.0,Turdus merula,Eurasian Blackbird,0.31488547,datasets\EurasianWren\336795.mp3
0.0,3.0,Troglodytes troglodytes,Eurasian Wren,0.855393,datasets\EurasianWren\336776.mp3
3.0,6.0,Troglodytes troglodytes,Eurasian Wren,0.92905873,datasets\EurasianWren\336776.mp3
6.0,9.0,Troglodytes troglodytes,Eurasian Wren,0.9236732,datasets\EurasianWren\336776.mp3
9.0,12.0,Troglodytes troglodytes,Eurasian Wren,0.9508476,datasets\EurasianWren\336776.mp3
12.0,15.0,Troglodytes troglodytes,Eurasian Wren,0.963089,datasets\EurasianWren\336776.mp3
15.0,18.0,Troglodytes troglodytes,Eurasian Wren,0.9187708,datasets\EurasianWren\336776.mp3
18.0,21.0,Troglodytes troglodytes,Eurasian Wren,0.5585292,datasets\EurasianWren\336776.mp3
21.0,24.0,Troglodytes troglodytes,Eurasian Wren,0.78733927,datasets\EurasianWren\336776.mp3
27.0,30.0,Troglodytes troglodytes,Eurasian Wren,0.33928376,datasets\EurasianWren\336776.mp3
30.0,33.0,Troglodytes troglodytes,Eurasian Wren,0.9910721,datasets\EurasianWren\336776.mp3
33.0,36.0,Prunella modularis,Dunnock,0.25372586,datasets\EurasianWren\336776.mp3
39.0,42.0,Prunella modularis,Dunnock,0.22441025,datasets\EurasianWren\336776.mp3
42.0,45.0,Troglodytes troglodytes,Eurasian Wren,0.94697684,datasets\EurasianWren\336776.mp3
45.0,48.0,Prunella modularis,Dunnock,0.11867903,datasets\EurasianWren\336776.mp3
51.0,54.0,Troglodytes troglodytes,Eurasian Wren,0.3532223,datasets\EurasianWren\336776.mp3
51.0,54.0,Prunella modularis,Dunnock,0.10018429,datasets\EurasianWren\336776.mp3
54.0,57.0,Regulus ignicapilla,Common Firecrest,0.24437022,datasets\EurasianWren\336776.mp3
54.0,57.0,Prunella modularis,Dunnock,0.13228081,datasets\EurasianWren\336776.mp3
57.0,60.0,Prunella modularis,Dunnock,0.18979098,datasets\EurasianWren\336776.mp3
60.0,63.0,Troglodytes troglodytes,Eurasian Wren,0.7907873,datasets\EurasianWren\336776.mp3
63.0,66.0,Troglodytes troglodytes,Eurasian Wren,0.9847008,datasets\EurasianWren\336776.mp3
72.0,75.0,Troglodytes troglodytes,Eurasian Wren,0.99711823,datasets\EurasianWren\336776.mp3
75.0,78.0,Troglodytes troglodytes,Eurasian Wren,0.9627449,datasets\EurasianWren\336776.mp3
0.0,3.0,Troglodytes troglodytes,Eurasian Wren,0.41005048,datasets\EurasianWren\336770.mp3
0.0,3.0,Phylloscopus trochilus,Willow Warbler,0.21144845,datasets\EurasianWren\336770.mp3
3.0,6.0,Troglodytes troglodytes,Eurasian Wren,0.9950169,datasets\EurasianWren\336770.mp3
6.0,9.0,Troglodytes troglodytes,Eurasian Wren,0.9667996,datasets\EurasianWren\336770.mp3
9.0,12.0,Phylloscopus collybita,Common Chiffchaff,0.61305976,datasets\EurasianWren\336770.mp3
12.0,15.0,Troglodytes troglodytes,Eurasian Wren,0.98550004,datasets\EurasianWren\336770.mp3
15.0,18.0,Troglodytes troglodytes,Eurasian Wren,0.99343383,datasets\EurasianWren\336770.mp3
18.0,21.0,Troglodytes troglodytes,Eurasian Wren,0.7940147,datasets\EurasianWren\336770.mp3
18.0,21.0,Cyanistes caeruleus,Eurasian Blue Tit,0.26813224,datasets\EurasianWren\336770.mp3
21.0,24.0,Erithacus rubecula,European Robin,0.57827425,datasets\EurasianWren\336770.mp3
21.0,24.0,Certhia familiaris,Eurasian Treecreeper,0.100779854,datasets\EurasianWren\336770.mp3
24.0,27.0,Troglodytes troglodytes,Eurasian Wren,0.9794938,datasets\EurasianWren\336770.mp3
27.0,30.0,Troglodytes troglodytes,Eurasian Wren,0.9812589,datasets\EurasianWren\336770.mp3
33.0,36.0,Troglodytes troglodytes,Eurasian Wren,0.9710749,datasets\EurasianWren\336770.mp3
36.0,39.0,Troglodytes troglodytes,Eurasian Wren,0.9651563,datasets\EurasianWren\336770.mp3
39.0,42.0,Erithacus rubecula,European Robin,0.20501634,datasets\EurasianWren\336770.mp3
39.0,42.0,Ficedula hypoleuca,European Pied Flycatcher,0.10667891,datasets\EurasianWren\336770.mp3
42.0,45.0,Troglodytes troglodytes,Eurasian Wren,0.9917144,datasets\EurasianWren\336770.mp3
45.0,48.0,Troglodytes troglodytes,Eurasian Wren,0.85951537,datasets\EurasianWren\336770.mp3
45.0,48.0,Cyanistes caeruleus,Eurasian Blue Tit,0.32459363,datasets\EurasianWren\336770.mp3
48.0,51.0,Sylvia atricapilla,Eurasian Blackcap,0.14628914,datasets\EurasianWren\336770.mp3
48.0,51.0,Erithacus rubecula,European Robin,0.1383672,datasets\EurasianWren\336770.mp3
51.0,54.0,Troglodytes troglodytes,Eurasian Wren,0.99835443,datasets\EurasianWren\336770.mp3
54.0,57.0,Troglodytes troglodytes,Eurasian Wren,0.73559386,datasets\EurasianWren\336770.mp3
54.0,57.0,Cyanistes caeruleus,Eurasian Blue Tit,0.27406773,datasets\EurasianWren\336770.mp3
57.0,60.0,Parus major,Great Tit,0.24275689,datasets\EurasianWren\336770.mp3
60.0,63.0,Troglodytes troglodytes,Eurasian Wren,0.9984274,datasets\EurasianWren\336770.mp3
63.0,66.0,Troglodytes troglodytes,Eurasian Wren,0.9834848,datasets\EurasianWren\336770.mp3
66.0,69.0,Erithacus rubecula,European Robin,0.5453754,datasets\EurasianWren\336770.mp3
72.0,75.0,Troglodytes troglodytes,Eurasian Wren,0.99942565,datasets\EurasianWren\336770.mp3
75.0,78.0,Troglodytes troglodytes,Eurasian Wren,0.9603837,datasets\EurasianWren\336770.mp3
78.0,81.0,Turdus merula,Eurasian Blackbird,0.3193691,datasets\EurasianWren\336770.mp3
81.0,84.0,Troglodytes troglodytes,Eurasian Wren,0.94038296,datasets\EurasianWren\336770.mp3
84.0,87.0,Troglodytes troglodytes,Eurasian Wren,0.9901536,datasets\EurasianWren\336770.mp3
87.0,90.0,Troglodytes troglodytes,Eurasian Wren,0.9927375,datasets\EurasianWren\336770.mp3
90.0,93.0,Phoenicurus phoenicurus,Common Redstart,0.14342056,datasets\EurasianWren\336770.mp3
93.0,96.0,Phoenicurus phoenicurus,Common Redstart,0.6143393,datasets\EurasianWren\336770.mp3
96.0,99.0,Phoenicurus phoenicurus,Common Redstart,0.81411165,datasets\EurasianWren\336770.mp3
99.0,102.0,Troglodytes troglodytes,Eurasian Wren,0.98543304,datasets\EurasianWren\336770.mp3
102.0,105.0,Troglodytes troglodytes,Eurasian Wren,0.9926116,datasets\EurasianWren\336770.mp3
105.0,108.0,Troglodytes troglodytes,Eurasian Wren,0.8686536,datasets\EurasianWren\336770.mp3
105.0,108.0,Cyanistes caeruleus,Eurasian Blue Tit,0.15739179,datasets\EurasianWren\336770.mp3
108.0,111.0,Erithacus rubecula,European Robin,0.2547519,datasets\EurasianWren\336770.mp3
111.0,114.0,Phoenicurus phoenicurus,Common Redstart,0.35391822,datasets\EurasianWren\336770.mp3
111.0,114.0,Certhia familiaris,Eurasian Treecreeper,0.16381064,datasets\EurasianWren\336770.mp3
114.0,117.0,Erithacus rubecula,European Robin,0.23766278,datasets\EurasianWren\336770.mp3
114.0,117.0,Phoenicurus phoenicurus,Common Redstart,0.12258857,datasets\EurasianWren\336770.mp3
114.0,117.0,Certhia familiaris,Eurasian Treecreeper,0.11250115,datasets\EurasianWren\336770.mp3
117.0,120.0,Troglodytes troglodytes,Eurasian Wren,0.9962863,datasets\EurasianWren\336770.mp3
