Start (s),End (s),Scientific name,Common name,Confidence,origial
30.0,33.0,Turdus merula,Eurasian Blackbird,0.1403643,datasets\CommonWhitethroat\372771.mp3
30.0,33.0,Luscinia svecica,Bluethroat,0.13748352,datasets\CommonWhitethroat\372771.mp3
33.0,36.0,Sylvia borin,Garden Warbler,0.12067942,datasets\CommonWhitethroat\372771.mp3
36.0,39.0,Saxicola rubetra,Whinchat,0.7601549,datasets\CommonWhitethroat\372771.mp3
42.0,45.0,Hippolais polyglotta,Melodious Warbler,0.1231123,datasets\CommonWhitethroat\372771.mp3
57.0,60.0,Sylvia borin,Garden Warbler,0.20414892,datasets\CommonWhitethroat\372771.mp3
72.0,75.0,Turdus merula,Eurasian Blackbird,0.26386154,datasets\CommonWhitethroat\372771.mp3
75.0,78.0,Saxicola rubetra,Whinchat,0.13663991,datasets\CommonWhitethroat\372771.mp3
81.0,84.0,Hippolais polyglotta,Melodious Warbler,0.106126286,datasets\CommonWhitethroat\372771.mp3
84.0,87.0,Prunella modularis,Dunnock,0.34956914,datasets\CommonWhitethroat\372771.mp3
84.0,87.0,Saxicola rubicola,European Stonechat,0.11100111,datasets\CommonWhitethroat\372771.mp3
87.0,90.0,Saxicola rubetra,Whinchat,0.47933248,datasets\CommonWhitethroat\372771.mp3
87.0,90.0,Emberiza citrinella,Yellowhammer,0.27934143,datasets\CommonWhitethroat\372771.mp3
90.0,93.0,Hippolais polyglotta,Melodious Warbler,0.10931013,datasets\CommonWhitethroat\372771.mp3
93.0,96.0,Acrocephalus palustris,Marsh Warbler,0.20721936,datasets\CommonWhitethroat\372771.mp3
96.0,99.0,Saxicola rubetra,Whinchat,0.10303343,datasets\CommonWhitethroat\372771.mp3
99.0,102.0,Acrocephalus palustris,Marsh Warbler,0.3670641,datasets\CommonWhitethroat\372771.mp3
99.0,102.0,Hippolais polyglotta,Melodious Warbler,0.13451008,datasets\CommonWhitethroat\372771.mp3
108.0,111.0,Luscinia svecica,Bluethroat,0.25571993,datasets\CommonWhitethroat\372771.mp3
111.0,114.0,Hippolais polyglotta,Melodious Warbler,0.2241109,datasets\CommonWhitethroat\372771.mp3
114.0,117.0,Acrocephalus palustris,Marsh Warbler,0.15135776,datasets\CommonWhitethroat\372771.mp3
117.0,120.0,Sylvia atricapilla,Eurasian Blackcap,0.12495248,datasets\CommonWhitethroat\372771.mp3
117.0,120.0,Acrocephalus palustris,Marsh Warbler,0.11668147,datasets\CommonWhitethroat\372771.mp3
126.0,129.0,Acrocephalus palustris,Marsh Warbler,0.10954329,datasets\CommonWhitethroat\372771.mp3
132.0,135.0,Acrocephalus palustris,Marsh Warbler,0.27597606,datasets\CommonWhitethroat\372771.mp3
144.0,147.0,Sylvia borin,Garden Warbler,0.2678705,datasets\CommonWhitethroat\372771.mp3
147.0,150.0,Acrocephalus palustris,Marsh Warbler,0.26631284,datasets\CommonWhitethroat\372771.mp3
147.0,150.0,Acrocephalus schoenobaenus,Sedge Warbler,0.20227586,datasets\CommonWhitethroat\372771.mp3
159.0,162.0,Sylvia borin,Garden Warbler,0.2501603,datasets\CommonWhitethroat\372771.mp3
165.0,168.0,Turdus iliacus,Redwing,0.7795481,datasets\CommonWhitethroat\372771.mp3
168.0,171.0,Hippolais polyglotta,Melodious Warbler,0.14018233,datasets\CommonWhitethroat\372771.mp3
174.0,177.0,Hippolais polyglotta,Melodious Warbler,0.16679983,datasets\CommonWhitethroat\372771.mp3
177.0,180.0,Acrocephalus palustris,Marsh Warbler,0.3699672,datasets\CommonWhitethroat\372771.mp3
180.0,183.0,Luscinia svecica,Bluethroat,0.23979579,datasets\CommonWhitethroat\372771.mp3
183.0,186.0,Hippolais polyglotta,Melodious Warbler,0.5956876,datasets\CommonWhitethroat\372771.mp3
186.0,189.0,Acrocephalus palustris,Marsh Warbler,0.3947361,datasets\CommonWhitethroat\372771.mp3
186.0,189.0,Luscinia svecica,Bluethroat,0.1336997,datasets\CommonWhitethroat\372771.mp3
189.0,192.0,Acrocephalus palustris,Marsh Warbler,0.40267202,datasets\CommonWhitethroat\372771.mp3
201.0,204.0,Emberiza citrinella,Yellowhammer,0.7711179,datasets\CommonWhitethroat\372771.mp3
204.0,207.0,Sylvia borin,Garden Warbler,0.12013239,datasets\CommonWhitethroat\372771.mp3
219.0,222.0,Acrocephalus palustris,Marsh Warbler,0.14308177,datasets\CommonWhitethroat\372771.mp3
228.0,231.0,Hippolais polyglotta,Melodious Warbler,0.6173242,datasets\CommonWhitethroat\372771.mp3
231.0,234.0,Acrocephalus palustris,Marsh Warbler,0.13707836,datasets\CommonWhitethroat\372771.mp3
234.0,237.0,Acrocephalus palustris,Marsh Warbler,0.4726088,datasets\CommonWhitethroat\372771.mp3
246.0,249.0,Emberiza citrinella,Yellowhammer,0.5035128,datasets\CommonWhitethroat\372771.mp3
246.0,249.0,Sylvia atricapilla,Eurasian Blackcap,0.21281554,datasets\CommonWhitethroat\372771.mp3
246.0,249.0,Saxicola rubetra,Whinchat,0.13382074,datasets\CommonWhitethroat\372771.mp3
252.0,255.0,Emberiza citrinella,Yellowhammer,0.6854874,datasets\CommonWhitethroat\372771.mp3
252.0,255.0,Saxicola rubetra,Whinchat,0.11533437,datasets\CommonWhitethroat\372771.mp3
255.0,258.0,Hippolais polyglotta,Melodious Warbler,0.10354239,datasets\CommonWhitethroat\372771.mp3
258.0,261.0,Acrocephalus palustris,Marsh Warbler,0.7476751,datasets\CommonWhitethroat\372771.mp3
258.0,261.0,Luscinia svecica,Bluethroat,0.13895492,datasets\CommonWhitethroat\372771.mp3
267.0,270.0,Saxicola rubetra,Whinchat,0.25796005,datasets\CommonWhitethroat\372771.mp3
273.0,276.0,Saxicola rubetra,Whinchat,0.18607834,datasets\CommonWhitethroat\372771.mp3
273.0,276.0,Sylvia atricapilla,Eurasian Blackcap,0.11678574,datasets\CommonWhitethroat\372771.mp3
279.0,282.0,Luscinia svecica,Bluethroat,0.23752743,datasets\CommonWhitethroat\372771.mp3
0.0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.13539237,datasets\CommonWhitethroat\652789.mp3
3.0,6.0,Phoenicurus phoenicurus,Common Redstart,0.27189037,datasets\CommonWhitethroat\652789.mp3
3.0,6.0,Sylvia borin,Garden Warbler,0.13010594,datasets\CommonWhitethroat\652789.mp3
12.0,15.0,Sylvia borin,Garden Warbler,0.12782733,datasets\CommonWhitethroat\652789.mp3
21.0,24.0,Sylvia borin,Garden Warbler,0.32700706,datasets\CommonWhitethroat\652789.mp3
24.0,27.0,Oriolus oriolus,Eurasian Golden Oriole,0.1658501,datasets\CommonWhitethroat\652789.mp3
30.0,33.0,Ficedula hypoleuca,European Pied Flycatcher,0.12775593,datasets\CommonWhitethroat\652789.mp3
30.0,33.0,Sylvia atricapilla,Eurasian Blackcap,0.10426065,datasets\CommonWhitethroat\652789.mp3
33.0,36.0,Fringilla coelebs,Common Chaffinch,0.17990668,datasets\CommonWhitethroat\652789.mp3
36.0,39.0,Ficedula hypoleuca,European Pied Flycatcher,0.16320905,datasets\CommonWhitethroat\652789.mp3
45.0,48.0,Oriolus oriolus,Eurasian Golden Oriole,0.47416776,datasets\CommonWhitethroat\652789.mp3
0.0,3.0,Regulus ignicapilla,Common Firecrest,0.9463138,datasets\CommonFirecrest\741319.mp3
3.0,6.0,Regulus ignicapilla,Common Firecrest,0.99184966,datasets\CommonFirecrest\741319.mp3
6.0,9.0,Regulus ignicapilla,Common Firecrest,0.99598324,datasets\CommonFirecrest\741319.mp3
9.0,12.0,Regulus ignicapilla,Common Firecrest,0.9194045,datasets\CommonFirecrest\741319.mp3
12.0,15.0,Phylloscopus sibilatrix,Wood Warbler,0.20114042,datasets\CommonFirecrest\741319.mp3
15.0,18.0,Regulus ignicapilla,Common Firecrest,0.99478734,datasets\CommonFirecrest\741319.mp3
18.0,21.0,Regulus ignicapilla,Common Firecrest,0.84014297,datasets\CommonFirecrest\741319.mp3
18.0,21.0,Regulus regulus,Goldcrest,0.11556156,datasets\CommonFirecrest\741319.mp3
21.0,24.0,Cyanistes caeruleus,Eurasian Blue Tit,0.10039288,datasets\CommonFirecrest\741319.mp3
24.0,27.0,Regulus ignicapilla,Common Firecrest,0.28063235,datasets\CommonFirecrest\741319.mp3
24.0,27.0,Certhia familiaris,Eurasian Treecreeper,0.20764071,datasets\CommonFirecrest\741319.mp3
27.0,30.0,Regulus ignicapilla,Common Firecrest,0.9952873,datasets\CommonFirecrest\741319.mp3
3.0,6.0,Regulus ignicapilla,Common Firecrest,0.9937011,datasets\CommonFirecrest\646031.mp3
6.0,9.0,Regulus ignicapilla,Common Firecrest,0.9581503,datasets\CommonFirecrest\646031.mp3
12.0,15.0,Regulus ignicapilla,Common Firecrest,0.9644073,datasets\CommonFirecrest\646031.mp3
15.0,18.0,Regulus ignicapilla,Common Firecrest,0.9986084,datasets\CommonFirecrest\646031.mp3
18.0,21.0,Picus viridis,Eurasian Green Woodpecker,0.3065569,datasets\CommonFirecrest\646031.mp3
18.0,21.0,Dryocopus martius,Black Woodpecker,0.1013901,datasets\CommonFirecrest\646031.mp3
21.0,24.0,Regulus ignicapilla,Common Firecrest,0.8591246,datasets\CommonFirecrest\646031.mp3
24.0,27.0,Regulus ignicapilla,Common Firecrest,0.997689,datasets\CommonFirecrest\646031.mp3
27.0,30.0,Cyanistes caeruleus,Eurasian Blue Tit,0.2080887,datasets\CommonFirecrest\646031.mp3
27.0,30.0,Motacilla cinerea,Gray Wagtail,0.13456358,datasets\CommonFirecrest\646031.mp3
30.0,33.0,Regulus ignicapilla,Common Firecrest,0.8444892,datasets\CommonFirecrest\646031.mp3
33.0,36.0,Regulus ignicapilla,Common Firecrest,0.99856395,datasets\CommonFirecrest\646031.mp3
36.0,39.0,Cyanistes caeruleus,Eurasian Blue Tit,0.204701,datasets\CommonFirecrest\646031.mp3
39.0,42.0,Oriolus oriolus,Eurasian Golden Oriole,0.13943227,datasets\CommonFirecrest\646031.mp3
42.0,45.0,Regulus ignicapilla,Common Firecrest,0.9987608,datasets\CommonFirecrest\646031.mp3
45.0,48.0,Regulus ignicapilla,Common Firecrest,0.9813674,datasets\CommonFirecrest\646031.mp3
48.0,51.0,Turdus merula,Eurasian Blackbird,0.11585617,datasets\CommonFirecrest\646031.mp3
57.0,60.0,Regulus ignicapilla,Common Firecrest,0.99072486,datasets\CommonFirecrest\646031.mp3
60.0,63.0,Regulus ignicapilla,Common Firecrest,0.97543204,datasets\CommonFirecrest\646031.mp3
63.0,66.0,Oriolus oriolus,Eurasian Golden Oriole,0.3616869,datasets\CommonFirecrest\646031.mp3
66.0,69.0,Regulus ignicapilla,Common Firecrest,0.9936864,datasets\CommonFirecrest\646031.mp3
69.0,72.0,Regulus ignicapilla,Common Firecrest,0.9879793,datasets\CommonFirecrest\646031.mp3
0.0,3.0,Regulus ignicapilla,Common Firecrest,0.9964355,datasets\CommonFirecrest\557031.mp3
3.0,6.0,Regulus ignicapilla,Common Firecrest,0.99711645,datasets\CommonFirecrest\557031.mp3
6.0,9.0,Oriolus oriolus,Eurasian Golden Oriole,0.5389638,datasets\CommonFirecrest\557031.mp3
6.0,9.0,Sylvia borin,Garden Warbler,0.17591195,datasets\CommonFirecrest\557031.mp3
9.0,12.0,Turdus merula,Eurasian Blackbird,0.45376414,datasets\CommonFirecrest\557031.mp3
9.0,12.0,Regulus ignicapilla,Common Firecrest,0.120237686,datasets\CommonFirecrest\557031.mp3
9.0,12.0,Oriolus oriolus,Eurasian Golden Oriole,0.11780374,datasets\CommonFirecrest\557031.mp3
12.0,15.0,Regulus ignicapilla,Common Firecrest,0.99867886,datasets\CommonFirecrest\557031.mp3
15.0,18.0,Turdus merula,Eurasian Blackbird,0.33977383,datasets\CommonFirecrest\557031.mp3
18.0,21.0,Regulus ignicapilla,Common Firecrest,0.92741346,datasets\CommonFirecrest\557031.mp3
21.0,24.0,Regulus ignicapilla,Common Firecrest,0.99944884,datasets\CommonFirecrest\557031.mp3
24.0,27.0,Oriolus oriolus,Eurasian Golden Oriole,0.1406473,datasets\CommonFirecrest\557031.mp3
27.0,30.0,Regulus ignicapilla,Common Firecrest,0.9988146,datasets\CommonFirecrest\557031.mp3
30.0,33.0,Regulus ignicapilla,Common Firecrest,0.7007454,datasets\CommonFirecrest\557031.mp3
30.0,33.0,Certhia brachydactyla,Short-toed Treecreeper,0.11459151,datasets\CommonFirecrest\557031.mp3
33.0,36.0,Regulus ignicapilla,Common Firecrest,0.99825996,datasets\CommonFirecrest\557031.mp3
36.0,39.0,Regulus ignicapilla,Common Firecrest,0.9982097,datasets\CommonFirecrest\557031.mp3
39.0,42.0,Certhia familiaris,Eurasian Treecreeper,0.13513093,datasets\CommonFirecrest\557031.mp3
42.0,45.0,Regulus ignicapilla,Common Firecrest,0.9820546,datasets\CommonFirecrest\557031.mp3
45.0,48.0,Regulus ignicapilla,Common Firecrest,0.9960329,datasets\CommonFirecrest\557031.mp3
51.0,54.0,Regulus ignicapilla,Common Firecrest,0.9812486,datasets\CommonFirecrest\557031.mp3
54.0,57.0,Regulus ignicapilla,Common Firecrest,0.9865704,datasets\CommonFirecrest\557031.mp3
0.0,3.0,Regulus ignicapilla,Common Firecrest,0.8259761,datasets\CommonFirecrest\540851.mp3
0.0,3.0,Turdus merula,Eurasian Blackbird,0.5109589,datasets\CommonFirecrest\540851.mp3
0.0,3.0,Sylvia borin,Garden Warbler,0.13192596,datasets\CommonFirecrest\540851.mp3
3.0,6.0,Regulus ignicapilla,Common Firecrest,0.905425,datasets\CommonFirecrest\540851.mp3
6.0,9.0,Lophophanes cristatus,Crested Tit,0.38188666,datasets\CommonFirecrest\540851.mp3
6.0,9.0,Turdus merula,Eurasian Blackbird,0.33588123,datasets\CommonFirecrest\540851.mp3
6.0,9.0,Poecile montanus,Willow Tit,0.16172867,datasets\CommonFirecrest\540851.mp3
6.0,9.0,Regulus ignicapilla,Common Firecrest,0.13988961,datasets\CommonFirecrest\540851.mp3
6.0,9.0,Aegithalos caudatus,Long-tailed Tit,0.12387627,datasets\CommonFirecrest\540851.mp3
9.0,12.0,Regulus ignicapilla,Common Firecrest,0.977818,datasets\CommonFirecrest\540851.mp3
9.0,12.0,Poecile montanus,Willow Tit,0.13361332,datasets\CommonFirecrest\540851.mp3
9.0,12.0,Lophophanes cristatus,Crested Tit,0.10154109,datasets\CommonFirecrest\540851.mp3
12.0,15.0,Regulus ignicapilla,Common Firecrest,0.8055289,datasets\CommonFirecrest\540851.mp3
12.0,15.0,Turdus merula,Eurasian Blackbird,0.48334283,datasets\CommonFirecrest\540851.mp3
15.0,18.0,Regulus ignicapilla,Common Firecrest,0.97556585,datasets\CommonFirecrest\540851.mp3
18.0,21.0,Turdus merula,Eurasian Blackbird,0.77256525,datasets\CommonFirecrest\540851.mp3
18.0,21.0,Regulus ignicapilla,Common Firecrest,0.1396307,datasets\CommonFirecrest\540851.mp3
21.0,24.0,Regulus ignicapilla,Common Firecrest,0.9302903,datasets\CommonFirecrest\540851.mp3
21.0,24.0,Turdus merula,Eurasian Blackbird,0.19211388,datasets\CommonFirecrest\540851.mp3
24.0,27.0,Regulus ignicapilla,Common Firecrest,0.9559792,datasets\CommonFirecrest\540851.mp3
27.0,30.0,Turdus merula,Eurasian Blackbird,0.9341575,datasets\CommonFirecrest\540851.mp3
27.0,30.0,Turdus viscivorus,Mistle Thrush,0.13796692,datasets\CommonFirecrest\540851.mp3
0.0,3.0,Regulus ignicapilla,Common Firecrest,0.9954045,datasets\CommonFirecrest\533910.mp3
3.0,6.0,Picus viridis,Eurasian Green Woodpecker,0.12037704,datasets\CommonFirecrest\533910.mp3
6.0,9.0,Regulus ignicapilla,Common Firecrest,0.96710736,datasets\CommonFirecrest\533910.mp3
9.0,12.0,Regulus ignicapilla,Common Firecrest,0.24254464,datasets\CommonFirecrest\533910.mp3
9.0,12.0,Certhia familiaris,Eurasian Treecreeper,0.24138032,datasets\CommonFirecrest\533910.mp3
9.0,12.0,Regulus regulus,Goldcrest,0.12865984,datasets\CommonFirecrest\533910.mp3
12.0,15.0,Erithacus rubecula,European Robin,0.2074663,datasets\CommonFirecrest\533910.mp3
15.0,18.0,Regulus ignicapilla,Common Firecrest,0.9856111,datasets\CommonFirecrest\533910.mp3
21.0,24.0,Regulus regulus,Goldcrest,0.14885668,datasets\CommonFirecrest\533910.mp3
24.0,27.0,Regulus ignicapilla,Common Firecrest,0.9644576,datasets\CommonFirecrest\533910.mp3
24.0,27.0,Picus viridis,Eurasian Green Woodpecker,0.21285066,datasets\CommonFirecrest\533910.mp3
33.0,36.0,Regulus ignicapilla,Common Firecrest,0.9967271,datasets\CommonFirecrest\533910.mp3
36.0,39.0,Erithacus rubecula,European Robin,0.116980605,datasets\CommonFirecrest\533910.mp3
39.0,42.0,Columba palumbus,Common Wood-Pigeon,0.17538087,datasets\CommonFirecrest\533910.mp3
45.0,48.0,Regulus ignicapilla,Common Firecrest,0.81142026,datasets\CommonFirecrest\533910.mp3
0.0,3.0,Regulus ignicapilla,Common Firecrest,0.9925687,datasets\CommonFirecrest\480672.mp3
3.0,6.0,Regulus ignicapilla,Common Firecrest,0.98692685,datasets\CommonFirecrest\480672.mp3
9.0,12.0,Regulus ignicapilla,Common Firecrest,0.99901974,datasets\CommonFirecrest\480672.mp3
18.0,21.0,Regulus ignicapilla,Common Firecrest,0.99887294,datasets\CommonFirecrest\480672.mp3
21.0,24.0,Oriolus oriolus,Eurasian Golden Oriole,0.1647688,datasets\CommonFirecrest\480672.mp3
21.0,24.0,Dendrocoptes medius,Middle Spotted Woodpecker,0.14112812,datasets\CommonFirecrest\480672.mp3
24.0,27.0,Regulus ignicapilla,Common Firecrest,0.9943439,datasets\CommonFirecrest\480672.mp3
27.0,30.0,Regulus ignicapilla,Common Firecrest,0.9984811,datasets\CommonFirecrest\480672.mp3
30.0,33.0,Oriolus oriolus,Eurasian Golden Oriole,0.14038603,datasets\CommonFirecrest\480672.mp3
33.0,36.0,Regulus ignicapilla,Common Firecrest,0.9962824,datasets\CommonFirecrest\480672.mp3
42.0,45.0,Regulus ignicapilla,Common Firecrest,0.9969202,datasets\CommonFirecrest\480672.mp3
45.0,48.0,Accipiter gentilis,Northern Goshawk,0.14968708,datasets\CommonFirecrest\480672.mp3
45.0,48.0,Picus viridis,Eurasian Green Woodpecker,0.12294965,datasets\CommonFirecrest\480672.mp3
48.0,51.0,Regulus ignicapilla,Common Firecrest,0.9971892,datasets\CommonFirecrest\480672.mp3
51.0,54.0,Regulus ignicapilla,Common Firecrest,0.9831182,datasets\CommonFirecrest\480672.mp3
54.0,57.0,Regulus ignicapilla,Common Firecrest,0.9939037,datasets\CommonFirecrest\480672.mp3
57.0,60.0,Regulus ignicapilla,Common Firecrest,0.99118376,datasets\CommonFirecrest\480672.mp3
0.0,3.0,Regulus ignicapilla,Common Firecrest,0.99377537,datasets\CommonFirecrest\378393.mp3
3.0,6.0,Regulus ignicapilla,Common Firecrest,0.9925696,datasets\CommonFirecrest\378393.mp3
6.0,9.0,Regulus ignicapilla,Common Firecrest,0.9990339,datasets\CommonFirecrest\378393.mp3
9.0,12.0,Regulus ignicapilla,Common Firecrest,0.99116266,datasets\CommonFirecrest\378393.mp3
12.0,15.0,Regulus ignicapilla,Common Firecrest,0.9981501,datasets\CommonFirecrest\378393.mp3
15.0,18.0,Regulus ignicapilla,Common Firecrest,0.9929026,datasets\CommonFirecrest\378393.mp3
21.0,24.0,Regulus ignicapilla,Common Firecrest,0.99771225,datasets\CommonFirecrest\378393.mp3
0.0,3.0,Regulus ignicapilla,Common Firecrest,0.99954045,datasets\CommonFirecrest\358484.mp3
3.0,6.0,Regulus ignicapilla,Common Firecrest,0.997393,datasets\CommonFirecrest\358484.mp3
6.0,9.0,Regulus ignicapilla,Common Firecrest,0.9993235,datasets\CommonFirecrest\358484.mp3
9.0,12.0,Regulus ignicapilla,Common Firecrest,0.99531615,datasets\CommonFirecrest\358484.mp3
12.0,15.0,Regulus ignicapilla,Common Firecrest,0.9992693,datasets\CommonFirecrest\358484.mp3
15.0,18.0,Regulus ignicapilla,Common Firecrest,0.86203265,datasets\CommonFirecrest\358484.mp3
15.0,18.0,Erithacus rubecula,European Robin,0.2310834,datasets\CommonFirecrest\358484.mp3
15.0,18.0,Regulus regulus,Goldcrest,0.15578654,datasets\CommonFirecrest\358484.mp3
18.0,21.0,Regulus ignicapilla,Common Firecrest,0.99959654,datasets\CommonFirecrest\358484.mp3
21.0,24.0,Regulus ignicapilla,Common Firecrest,0.99799144,datasets\CommonFirecrest\358484.mp3
24.0,27.0,Regulus ignicapilla,Common Firecrest,0.99895096,datasets\CommonFirecrest\358484.mp3
0.0,3.0,Regulus ignicapilla,Common Firecrest,0.9912683,datasets\CommonFirecrest\319401.mp3
3.0,6.0,Regulus ignicapilla,Common Firecrest,0.9922356,datasets\CommonFirecrest\319401.mp3
6.0,9.0,Regulus ignicapilla,Common Firecrest,0.9963282,datasets\CommonFirecrest\319401.mp3
9.0,12.0,Regulus ignicapilla,Common Firecrest,0.9687262,datasets\CommonFirecrest\319401.mp3
12.0,15.0,Regulus ignicapilla,Common Firecrest,0.99418396,datasets\CommonFirecrest\319401.mp3
15.0,18.0,Muscicapa striata,Spotted Flycatcher,0.45894432,datasets\CommonFirecrest\319401.mp3
15.0,18.0,Ficedula hypoleuca,European Pied Flycatcher,0.13341123,datasets\CommonFirecrest\319401.mp3
18.0,21.0,Regulus ignicapilla,Common Firecrest,0.99003357,datasets\CommonFirecrest\319401.mp3
21.0,24.0,Regulus ignicapilla,Common Firecrest,0.98913693,datasets\CommonFirecrest\319401.mp3
24.0,27.0,Regulus ignicapilla,Common Firecrest,0.9907759,datasets\CommonFirecrest\319401.mp3
27.0,30.0,Regulus ignicapilla,Common Firecrest,0.9812123,datasets\CommonFirecrest\319401.mp3
30.0,33.0,Regulus ignicapilla,Common Firecrest,0.9917339,datasets\CommonFirecrest\319401.mp3
33.0,36.0,Sylvia atricapilla,Eurasian Blackcap,0.5140576,datasets\CommonFirecrest\319401.mp3
33.0,36.0,Regulus ignicapilla,Common Firecrest,0.13777032,datasets\CommonFirecrest\319401.mp3
36.0,39.0,Regulus ignicapilla,Common Firecrest,0.99612373,datasets\CommonFirecrest\319401.mp3
39.0,42.0,Regulus ignicapilla,Common Firecrest,0.99303114,datasets\CommonFirecrest\319401.mp3
42.0,45.0,Regulus ignicapilla,Common Firecrest,0.9376567,datasets\CommonFirecrest\319401.mp3
45.0,48.0,Regulus ignicapilla,Common Firecrest,0.9940106,datasets\CommonFirecrest\319401.mp3
48.0,51.0,Regulus ignicapilla,Common Firecrest,0.9848192,datasets\CommonFirecrest\319401.mp3
51.0,54.0,Regulus ignicapilla,Common Firecrest,0.9942397,datasets\CommonFirecrest\319401.mp3
54.0,57.0,Regulus ignicapilla,Common Firecrest,0.98559177,datasets\CommonFirecrest\319401.mp3
60.0,63.0,Regulus ignicapilla,Common Firecrest,0.9527033,datasets\CommonFirecrest\319401.mp3
63.0,66.0,Erithacus rubecula,European Robin,0.12276849,datasets\CommonFirecrest\319401.mp3
0.0,3.0,Regulus ignicapilla,Common Firecrest,0.8814821,datasets\CommonFirecrest\465987.mp3
3.0,6.0,Regulus ignicapilla,Common Firecrest,0.9978871,datasets\CommonFirecrest\465987.mp3
6.0,9.0,Phylloscopus sibilatrix,Wood Warbler,0.10799147,datasets\CommonFirecrest\465987.mp3
12.0,15.0,Regulus ignicapilla,Common Firecrest,0.99761355,datasets\CommonFirecrest\465987.mp3
18.0,21.0,Regulus ignicapilla,Common Firecrest,0.23437093,datasets\CommonFirecrest\465987.mp3
18.0,21.0,Certhia familiaris,Eurasian Treecreeper,0.105371416,datasets\CommonFirecrest\465987.mp3
21.0,24.0,Erithacus rubecula,European Robin,0.16208,datasets\CommonFirecrest\465987.mp3
21.0,24.0,Regulus ignicapilla,Common Firecrest,0.12815198,datasets\CommonFirecrest\465987.mp3
24.0,27.0,Regulus ignicapilla,Common Firecrest,0.75396174,datasets\CommonFirecrest\465987.mp3
27.0,30.0,Regulus ignicapilla,Common Firecrest,0.9981725,datasets\CommonFirecrest\465987.mp3
30.0,33.0,Certhia familiaris,Eurasian Treecreeper,0.15445796,datasets\CommonFirecrest\465987.mp3
33.0,36.0,Cyanistes caeruleus,Eurasian Blue Tit,0.14172852,datasets\CommonFirecrest\465987.mp3
33.0,36.0,Regulus ignicapilla,Common Firecrest,0.12166383,datasets\CommonFirecrest\465987.mp3
36.0,39.0,Erithacus rubecula,European Robin,0.15762869,datasets\CommonFirecrest\465987.mp3
42.0,45.0,Cyanistes caeruleus,Eurasian Blue Tit,0.14642219,datasets\CommonFirecrest\465987.mp3
45.0,48.0,Regulus ignicapilla,Common Firecrest,0.9987733,datasets\CommonFirecrest\465987.mp3
54.0,57.0,Regulus ignicapilla,Common Firecrest,0.9978491,datasets\CommonFirecrest\465987.mp3
0.0,3.0,Regulus regulus,Goldcrest,0.9999552,datasets\Goldcrest\384549.mp3
3.0,6.0,Regulus regulus,Goldcrest,0.99888057,datasets\Goldcrest\384549.mp3
6.0,9.0,Regulus regulus,Goldcrest,0.9989329,datasets\Goldcrest\384549.mp3
9.0,12.0,Regulus regulus,Goldcrest,0.99803025,datasets\Goldcrest\384549.mp3
12.0,15.0,Regulus regulus,Goldcrest,0.9908313,datasets\Goldcrest\384549.mp3
15.0,18.0,Regulus regulus,Goldcrest,0.9982497,datasets\Goldcrest\384549.mp3
18.0,21.0,Regulus regulus,Goldcrest,0.9893884,datasets\Goldcrest\384549.mp3
21.0,24.0,Regulus regulus,Goldcrest,0.9999186,datasets\Goldcrest\384549.mp3
24.0,27.0,Regulus regulus,Goldcrest,0.647643,datasets\Goldcrest\384549.mp3
24.0,27.0,Aegithalos caudatus,Long-tailed Tit,0.11164535,datasets\Goldcrest\384549.mp3
27.0,30.0,Regulus regulus,Goldcrest,0.9994499,datasets\Goldcrest\384549.mp3
30.0,33.0,Regulus regulus,Goldcrest,0.9998122,datasets\Goldcrest\384549.mp3
33.0,36.0,Regulus regulus,Goldcrest,0.9979857,datasets\Goldcrest\384549.mp3
36.0,39.0,Regulus regulus,Goldcrest,0.9999039,datasets\Goldcrest\384549.mp3
0.0,3.0,Regulus regulus,Goldcrest,0.9995765,datasets\Goldcrest\363758.mp3
3.0,6.0,Regulus regulus,Goldcrest,0.9975684,datasets\Goldcrest\363758.mp3
6.0,9.0,Regulus regulus,Goldcrest,0.9969915,datasets\Goldcrest\363758.mp3
9.0,12.0,Regulus regulus,Goldcrest,0.97773653,datasets\Goldcrest\363758.mp3
12.0,15.0,Regulus regulus,Goldcrest,0.9988097,datasets\Goldcrest\363758.mp3
15.0,18.0,Regulus regulus,Goldcrest,0.47053418,datasets\Goldcrest\363758.mp3
18.0,21.0,Regulus regulus,Goldcrest,0.9991381,datasets\Goldcrest\363758.mp3
0.0,3.0,Regulus regulus,Goldcrest,0.9999249,datasets\Goldcrest\319224.mp3
3.0,6.0,Regulus regulus,Goldcrest,0.99957234,datasets\Goldcrest\319224.mp3
6.0,9.0,Regulus regulus,Goldcrest,0.99968696,datasets\Goldcrest\319224.mp3
9.0,12.0,Regulus regulus,Goldcrest,0.9716329,datasets\Goldcrest\319224.mp3
12.0,15.0,Regulus regulus,Goldcrest,0.99951375,datasets\Goldcrest\319224.mp3
15.0,18.0,Regulus regulus,Goldcrest,0.98187953,datasets\Goldcrest\319224.mp3
18.0,21.0,Regulus regulus,Goldcrest,0.9961041,datasets\Goldcrest\319224.mp3
21.0,24.0,Regulus regulus,Goldcrest,0.9655953,datasets\Goldcrest\319224.mp3
24.0,27.0,Regulus regulus,Goldcrest,0.9993586,datasets\Goldcrest\319224.mp3
